pump_id,date,status,load_pct,assigned_process,run_hours_cumulative
P-02,2025-07-16,Running,98.6,Process C,54.9
P-03,2025-07-16,Running,65.6,Process A,27.7
P-04,2025-07-16,Standby,0,Process C,0
P-05,2025-07-16,Running,65.8,Process C,44.1
P-06,2025-07-16,Running,68.8,Process B,30.5
P-07,2025-07-16,Running,69.4,Process C,29.2
P-08,2025-07-16,Standby,0,Process B,0
P-09,2025-07-16,Running,96.7,Process A,20.2
P-10,2025-07-16,Running,64.1,Process C,52.2
P-11,2025-07-16,Running,89.7,Process C,47.4
P-12,2025-07-16,Running,86.1,Process B,49.7
P-01,2025-07-17,Running,63.1,Process B,38.3
P-02,2025-07-17,Standby,0,Process C,0
P-03,2025-07-17,Running,92.7,Process B,44.3
P-04,2025-07-17,Running,84.2,Process C,65.6
P-05,2025-07-17,Running,69.2,Process C,52.7
P-06,2025-07-17,Running,67.5,Process B,50.5
P-07,2025-07-17,Running,86.4,Process B,61.8
P-08,2025-07-17,Running,79.3,Process B,43.9
P-09,2025-07-17,Running,85.9,Process B,19.2
P-10,2025-07-17,Running,82.9,Process A,25.3
P-11,2025-07-17,Running,95.6,Process A,21.0
P-12,2025-07-17,Running,67.2,Process B,50.4
P-01,2025-07-18,Running,60.7,Process C,57.3
P-02,2025-07-18,Running,97.9,Process A,42.3
P-03,2025-07-18,Maintenance,0,Process B,0
P-04,2025-07-18,Running,93.2,Process C,25.7
P-05,2025-07-18,Running,90.7,Process C,53.6
P-06,2025-07-18,Running,89.0,Process B,67.8
P-07,2025-07-18,Running,62.8,Process B,38.8
P-08,2025-07-18,Running,68.1,Process C,55.0
P-09,2025-07-18,Running,84.2,Process A,43.7
P-10,2025-07-18,Running,61.6,Process C,45.2
P-11,2025-07-18,Running,79.3,Process A,66.7
P-12,2025-07-18,Running,60.0,Process C,53.1
P-01,2025-07-19,Running,74.8,Process A,55.7
P-02,2025-07-19,Running,97.5,Process B,60.6
P-03,2025-07-19,Running,83.6,Process C,67.0
P-04,2025-07-19,Running,83.0,Process B,25.2
P-05,2025-07-19,Running,69.3,Process A,33.3
P-06,2025-07-19,Running,76.3,Process A,18.3
P-07,2025-07-19,Running,60.3,Process C,24.4
P-08,2025-07-19,Running,86.2,Process C,61.4
P-09,2025-07-19,Running,64.3,Process B,53.2
P-10,2025-07-19,Running,94.2,Process B,48.5
P-11,2025-07-19,Running,99.7,Process B,58.8
P-12,2025-07-19,Running,91.4,Process B,27.7
P-01,2025-07-20,Running,79.4,Process B,49.2
P-02,2025-07-20,Running,75.9,Process A,64.2
P-03,2025-07-20,Running,89.9,Process B,60.3
P-04,2025-07-20,Standby,0,Process A,0
P-05,2025-07-20,Running,76.0,Process B,61.2
P-06,2025-07-20,Running,87.4,Process A,26.7
P-07,2025-07-20,Standby,0,Process A,0
P-08,2025-07-20,Running,92.9,Process B,68.0
P-09,2025-07-20,Running,62.6,Process A,38.0
P-10,2025-07-20,Running,89.0,Process B,51.2
P-11,2025-07-20,Running,88.5,Process C,21.1
P-12,2025-07-20,Running,67.0,Process B,41.7
P-01,2025-07-21,Running,86.3,Process C,33.4
P-02,2025-07-21,Running,84.0,Process C,55.7
P-03,2025-07-21,Running,87.0,Process B,30.9
P-04,2025-07-21,Running,66.3,Process B,60.1
P-05,2025-07-21,Running,75.8,Process C,28.8
P-06,2025-07-21,Running,88.1,Process A,47.7
P-07,2025-07-21,Running,82.4,Process C,36.8
P-08,2025-07-21,Standby,0,Process B,0
P-09,2025-07-21,Running,98.5,Process B,68.2
P-10,2025-07-21,Running,70.4,Process B,45.3
P-11,2025-07-21,Running,80.1,Process B,69.1
P-12,2025-07-21,Running,98.3,Process C,61.9
P-01,2025-07-22,Running,87.8,Process B,48.4
P-02,2025-07-22,Running,90.3,Process B,54.8
P-03,2025-07-22,Running,94.5,Process B,24.3
P-04,2025-07-22,Running,85.3,Process A,54.6
P-05,2025-07-22,Running,72.6,Process B,45.9
P-06,2025-07-22,Running,93.3,Process A,33.5
P-07,2025-07-22,Running,90.0,Process B,22.1
P-08,2025-07-22,Standby,0,Process B,0
P-09,2025-07-22,Running,68.7,Process C,32.5
P-10,2025-07-22,Standby,0,Process C,0
P-11,2025-07-22,Standby,0,Process A,0
P-12,2025-07-22,Running,68.0,Process C,31.1
P-01,2025-07-23,Running,69.2,Process A,63.2
P-02,2025-07-23,Running,91.2,Process A,67.7
P-03,2025-07-23,Running,86.5,Process C,18.4
P-04,2025-07-23,Running,98.3,Process B,38.0
P-05,2025-07-23,Running,95.9,Process C,64.9
P-06,2025-07-23,Running,99.4,Process C,33.1
P-07,2025-07-23,Running,83.1,Process A,46.4
P-08,2025-07-23,Running,97.6,Process A,45.1
P-09,2025-07-23,Running,87.5,Process A,42.7
P-10,2025-07-23,Running,80.7,Process B,55.2
P-11,2025-07-23,Running,68.4,Process C,23.4
P-12,2025-07-23,Running,94.5,Process A,47.6
P-01,2025-07-24,Running,78.9,Process C,36.5
P-02,2025-07-24,Running,77.0,Process B,55.8
P-03,2025-07-24,Running,94.2,Process B,42.3
P-04,2025-07-24,Running,99.2,Process C,30.3
P-05,2025-07-24,Running,70.8,Process A,48.0
P-06,2025-07-24,Running,67.8,Process C,26.1
P-07,2025-07-24,Running,67.1,Process B,25.3
P-08,2025-07-24,Running,85.2,Process C,56.9
P-09,2025-07-24,Running,72.0,Process C,64.4
P-10,2025-07-24,Running,64.0,Process A,21.2
P-11,2025-07-24,Running,79.1,Process C,23.2
P-12,2025-07-24,Running,70.4,Process B,48.3
P-01,2025-07-25,Standby,0,Process B,0
P-02,2025-07-25,Running,76.5,Process B,64.8
P-03,2025-07-25,Standby,0,Process A,0
P-04,2025-07-25,Running,86.0,Process C,27.4
P-05,2025-07-25,Running,74.2,Process C,45.6
P-06,2025-07-25,Running,77.9,Process A,38.6
P-07,2025-07-25,Running,85.3,Process A,64.9
P-08,2025-07-25,Running,97.1,Process B,52.1
P-09,2025-07-25,Running,94.0,Process A,22.3
P-10,2025-07-25,Running,72.5,Process C,33.7
P-11,2025-07-25,Running,85.8,Process B,65.9
P-12,2025-07-25,Running,97.6,Process C,49.7
P-01,2025-07-26,Standby,0,Process B,0
P-02,2025-07-26,Running,94.2,Process A,57.3
P-03,2025-07-26,Running,97.6,Process C,58.5
P-04,2025-07-26,Running,75.9,Process A,21.4
P-05,2025-07-26,Running,81.9,Process A,59.6
P-06,2025-07-26,Running,99.8,Process A,32.2
P-07,2025-07-26,Running,86.2,Process B,34.7
P-08,2025-07-26,Running,71.4,Process C,24.8
P-09,2025-07-26,Running,66.8,Process A,53.8
P-10,2025-07-26,Running,73.0,Process B,43.2
P-11,2025-07-26,Running,97.4,Process C,42.0
P-12,2025-07-26,Standby,0,Process C,0
P-01,2025-07-27,Running,83.6,Process B,52.1
P-02,2025-07-27,Running,82.6,Process C,52.5
P-03,2025-07-27,Running,96.4,Process B,47.1
P-04,2025-07-27,Running,77.7,Process B,40.3
P-05,2025-07-27,Running,60.4,Process C,62.0
P-06,2025-07-27,Running,73.8,Process B,46.9
P-07,2025-07-27,Running,79.7,Process B,34.2
P-08,2025-07-27,Running,91.9,Process C,30.5
P-09,2025-07-27,Running,74.9,Process B,65.6
P-10,2025-07-27,Running,70.0,Process C,57.8
P-11,2025-07-27,Running,75.1,Process B,22.3
P-12,2025-07-27,Running,80.7,Process C,61.6
P-01,2025-07-28,Running,71.4,Process C,46.7
P-02,2025-07-28,Running,67.5,Process A,27.8
P-03,2025-07-28,Running,85.5,Process C,42.4
P-04,2025-07-28,Running,79.7,Process B,19.0
P-05,2025-07-28,Running,81.4,Process A,70.5
P-06,2025-07-28,Running,65.0,Process B,57.3
P-07,2025-07-28,Running,66.0,Process B,29.7
P-08,2025-07-28,Running,91.4,Process B,71.9
P-09,2025-07-28,Running,91.7,Process B,22.3
P-10,2025-07-28,Running,65.8,Process B,59.9
P-11,2025-07-28,Running,78.8,Process A,66.4
P-12,2025-07-28,Running,75.3,Process A,24.6
P-01,2025-07-29,Running,70.0,Process B,31.3
P-02,2025-07-29,Maintenance,0,Process A,0
P-03,2025-07-29,Running,90.8,Process C,54.0
P-04,2025-07-29,Running,75.6,Process B,68.6
P-05,2025-07-29,Running,89.1,Process C,68.6
P-06,2025-07-29,Running,70.1,Process C,34.1
P-07,2025-07-29,Running,62.1,Process C,29.8
P-08,2025-07-29,Running,85.3,Process B,18.8
P-09,2025-07-29,Running,83.4,Process B,60.6
P-10,2025-07-29,Running,61.7,Process C,43.7
P-11,2025-07-29,Running,74.9,Process A,31.4
P-12,2025-07-29,Running,87.4,Process B,68.3
P-01,2025-07-30,Maintenance,0,Process C,0
P-02,2025-07-30,Running,74.2,Process A,55.9
P-03,2025-07-30,Running,65.0,Process A,35.1
P-04,2025-07-30,Running,85.8,Process B,61.5
P-05,2025-07-30,Running,67.7,Process C,38.4
P-06,2025-07-30,Running,70.0,Process A,44.2
P-07,2025-07-30,Running,71.8,Process C,44.5
P-08,2025-07-30,Running,81.7,Process B,57.5
P-09,2025-07-30,Running,93.3,Process C,26.7
P-10,2025-07-30,Running,78.0,Process B,47.2
P-11,2025-07-30,Running,91.0,Process C,38.5
P-12,2025-07-30,Running,60.7,Process B,59.9
P-01,2025-07-31,Running,88.8,Process C,70.2
P-02,2025-07-31,Running,67.6,Process C,44.9
P-03,2025-07-31,Running,84.5,Process B,40.1
P-04,2025-07-31,Running,63.9,Process C,21.6
P-05,2025-07-31,Running,65.2,Process A,28.9
P-06,2025-07-31,Running,64.0,Process C,52.7
P-07,2025-07-31,Running,79.6,Process C,55.9
P-08,2025-07-31,Running,74.7,Process C,56.8
P-09,2025-07-31,Running,96.8,Process C,44.5
P-10,2025-07-31,Running,63.2,Process C,21.3
P-11,2025-07-31,Running,97.5,Process B,62.4
P-12,2025-07-31,Running,62.3,Process C,32.4
P-01,2025-08-01,Running,62.8,Process B,22.2
P-02,2025-08-01,Running,80.8,Process A,57.2
P-03,2025-08-01,Running,67.6,Process C,53.5
P-04,2025-08-01,Running,97.9,Process C,58.5
P-05,2025-08-01,Running,64.2,Process C,49.1
P-06,2025-08-01,Running,88.1,Process B,65.7
P-07,2025-08-01,Running,67.2,Process B,45.3
P-08,2025-08-01,Running,81.4,Process C,41.9
P-09,2025-08-01,Running,72.6,Process B,63.6
P-10,2025-08-01,Running,85.3,Process C,35.5
P-11,2025-08-01,Running,81.8,Process B,59.3
P-12,2025-08-01,Standby,0,Process B,0
P-01,2025-08-02,Running,78.1,Process B,18.0
P-02,2025-08-02,Running,71.4,Process A,46.0
P-03,2025-08-02,Maintenance,0,Process B,0
P-04,2025-08-02,Running,99.4,Process A,64.2
P-05,2025-08-02,Running,92.9,Process C,62.4
P-06,2025-08-02,Standby,0,Process C,0
P-07,2025-08-02,Running,97.0,Process A,23.1
P-08,2025-08-02,Running,66.2,Process B,37.8
P-09,2025-08-02,Running,69.3,Process B,23.0
P-10,2025-08-02,Running,96.7,Process C,22.2
P-11,2025-08-02,Running,79.3,Process B,62.6
P-12,2025-08-02,Running,83.0,Process A,50.1
P-01,2025-08-03,Running,89.2,Process C,38.6
P-02,2025-08-03,Running,96.9,Process B,36.8
P-03,2025-08-03,Running,76.7,Process A,65.0
P-04,2025-08-03,Running,86.1,Process C,68.1
P-05,2025-08-03,Running,85.3,Process A,34.5
P-06,2025-08-03,Running,81.6,Process A,35.6
P-07,2025-08-03,Running,66.1,Process C,57.5
P-08,2025-08-03,Running,77.8,Process C,49.1
P-09,2025-08-03,Running,77.3,Process B,26.0
P-10,2025-08-03,Running,79.0,Process C,20.7
P-11,2025-08-03,Running,63.4,Process C,41.5
P-12,2025-08-03,Running,90.5,Process B,48.2
P-01,2025-08-04,Running,86.1,Process A,48.3
P-02,2025-08-04,Maintenance,0,Process C,0
P-03,2025-08-04,Running,62.9,Process B,35.5
P-04,2025-08-04,Standby,0,Process A,0
P-05,2025-08-04,Running,76.5,Process B,36.8
P-06,2025-08-04,Running,83.8,Process A,59.6
P-07,2025-08-04,Running,74.0,Process B,51.7
P-08,2025-08-04,Running,97.0,Process A,28.8
P-09,2025-08-04,Running,90.3,Process A,24.1
P-10,2025-08-04,Running,98.0,Process A,64.9
P-11,2025-08-04,Running,60.5,Process C,61.4
P-12,2025-08-04,Running,78.8,Process B,29.3
P-01,2025-08-05,Running,68.2,Process C,58.5
P-02,2025-08-05,Running,84.9,Process A,55.5
P-03,2025-08-05,Running,75.1,Process C,46.4
P-04,2025-08-05,Running,62.4,Process A,60.6
P-05,2025-08-05,Running,62.1,Process C,69.0
P-06,2025-08-05,Running,86.4,Process C,64.0
P-07,2025-08-05,Running,94.6,Process A,33.8
P-08,2025-08-05,Running,75.5,Process B,45.5
P-09,2025-08-05,Running,96.2,Process B,64.8
P-10,2025-08-05,Running,67.5,Process C,70.2
P-11,2025-08-05,Running,88.5,Process A,31.4
P-12,2025-08-05,Running,73.3,Process B,58.2
P-01,2025-08-06,Running,87.4,Process B,51.8
P-02,2025-08-06,Running,99.1,Process C,32.9
P-03,2025-08-06,Running,70.3,Process B,66.1
P-04,2025-08-06,Running,61.2,Process C,69.3
P-05,2025-08-06,Running,73.7,Process B,53.5
P-06,2025-08-06,Running,75.3,Process C,51.1
P-07,2025-08-06,Running,69.1,Process A,48.9
P-08,2025-08-06,Running,72.5,Process C,35.8
P-09,2025-08-06,Running,68.3,Process A,49.4
P-10,2025-08-06,Running,68.1,Process A,34.7
P-11,2025-08-06,Running,81.0,Process A,41.2
P-12,2025-08-06,Standby,0,Process A,0
P-01,2025-08-07,Running,82.6,Process A,35.1
P-02,2025-08-07,Running,97.9,Process A,27.9
P-03,2025-08-07,Running,65.8,Process A,59.3
P-04,2025-08-07,Running,76.6,Process B,34.4
P-05,2025-08-07,Running,92.9,Process C,68.4
P-06,2025-08-07,Running,91.2,Process A,25.1
P-07,2025-08-07,Running,99.4,Process C,32.4
P-08,2025-08-07,Running,69.2,Process A,30.5
P-09,2025-08-07,Running,63.2,Process B,25.2
P-10,2025-08-07,Running,78.8,Process C,38.2
P-11,2025-08-07,Running,79.7,Process A,26.8
P-12,2025-08-07,Running,76.3,Process A,68.0
P-01,2025-08-08,Standby,0,Process A,0
P-02,2025-08-08,Running,99.5,Process A,21.6
P-03,2025-08-08,Standby,0,Process B,0
P-04,2025-08-08,Running,79.6,Process B,64.8
P-05,2025-08-08,Running,77.1,Process A,50.8
P-06,2025-08-08,Running,88.8,Process B,51.0
P-07,2025-08-08,Running,83.8,Process C,52.6
P-08,2025-08-08,Running,61.5,Process A,42.4
P-09,2025-08-08,Running,61.7,Process A,46.0
P-10,2025-08-08,Running,89.4,Process C,38.9
P-11,2025-08-08,Running,98.5,Process A,33.7
P-12,2025-08-08,Running,72.2,Process B,42.9
P-01,2025-08-09,Running,84.5,Process A,55.3
P-02,2025-08-09,Standby,0,Process B,0
P-03,2025-08-09,Running,78.1,Process C,45.0
P-04,2025-08-09,Running,83.4,Process C,47.5
P-05,2025-08-09,Running,72.9,Process A,27.7
P-06,2025-08-09,Running,88.5,Process A,65.7
P-07,2025-08-09,Running,73.0,Process C,67.0
P-08,2025-08-09,Running,88.7,Process A,22.9
P-09,2025-08-09,Running,85.4,Process A,46.3
P-10,2025-08-09,Running,91.6,Process C,51.1
P-11,2025-08-09,Running,82.0,Process A,59.5
P-12,2025-08-09,Standby,0,Process C,0
P-01,2025-08-10,Running,94.5,Process A,64.9
P-02,2025-08-10,Running,88.5,Process B,34.6
P-03,2025-08-10,Running,98.4,Process B,51.8
P-04,2025-08-10,Running,65.3,Process A,18.2
P-05,2025-08-10,Running,60.5,Process B,64.2
P-06,2025-08-10,Running,60.2,Process B,30.8
P-07,2025-08-10,Running,79.0,Process B,41.9
P-08,2025-08-10,Running,60.3,Process C,33.0
P-09,2025-08-10,Running,92.8,Process A,20.6
P-10,2025-08-10,Running,86.1,Process A,25.9
P-11,2025-08-10,Running,83.1,Process C,34.1
P-12,2025-08-10,Standby,0,Process A,0
P-01,2025-08-11,Running,99.7,Process A,54.3
P-02,2025-08-11,Running,87.7,Process C,48.9
P-03,2025-08-11,Running,98.7,Process C,49.3
P-04,2025-08-11,Standby,0,Process A,0
P-05,2025-08-11,Running,72.9,Process B,62.3
P-06,2025-08-11,Running,93.7,Process A,33.8
P-07,2025-08-11,Running,87.8,Process B,35.8
P-08,2025-08-11,Running,68.4,Process A,51.1
P-09,2025-08-11,Running,89.2,Process C,46.6
P-10,2025-08-11,Running,89.0,Process C,68.4
P-11,2025-08-11,Maintenance,0,Process B,0
P-12,2025-08-11,Running,93.9,Process B,46.4
P-01,2025-08-12,Maintenance,0,Process B,0
P-02,2025-08-12,Standby,0,Process C,0
P-03,2025-08-12,Running,80.8,Process C,44.9
P-04,2025-08-12,Running,95.3,Process A,56.3
P-05,2025-08-12,Maintenance,0,Process A,0
P-06,2025-08-12,Running,78.6,Process A,57.8
P-07,2025-08-12,Running,84.6,Process B,40.4
P-08,2025-08-12,Running,82.4,Process C,29.5
P-09,2025-08-12,Running,87.6,Process B,60.7
P-10,2025-08-12,Running,80.3,Process B,59.4
P-11,2025-08-12,Running,73.3,Process B,57.1
P-12,2025-08-12,Running,61.2,Process A,28.5
P-01,2025-08-13,Running,96.9,Process B,67.5
P-02,2025-08-13,Running,85.8,Process B,26.4
P-03,2025-08-13,Running,94.6,Process B,43.0
P-04,2025-08-13,Running,97.1,Process A,63.1
P-05,2025-08-13,Running,89.0,Process B,48.0
P-06,2025-08-13,Running,83.1,Process B,61.2
P-07,2025-08-13,Running,74.1,Process A,33.1
P-08,2025-08-13,Running,99.3,Process C,46.9
P-09,2025-08-13,Running,84.2,Process A,50.1
P-10,2025-08-13,Running,90.1,Process C,64.3
P-11,2025-08-13,Running,70.9,Process A,44.8
P-12,2025-08-13,Running,78.1,Process B,29.7
P-01,2025-08-14,Running,64.5,Process A,60.0
P-02,2025-08-14,Standby,0,Process B,0
P-03,2025-08-14,Running,92.0,Process C,26.3
P-04,2025-08-14,Running,79.3,Process C,34.8
P-05,2025-08-14,Running,90.8,Process A,62.4
P-06,2025-08-14,Standby,0,Process C,0
P-07,2025-08-14,Maintenance,0,Process A,0
P-08,2025-08-14,Running,78.4,Process C,64.7
P-09,2025-08-14,Running,72.4,Process A,55.1
P-10,2025-08-14,Running,63.5,Process B,66.0
P-11,2025-08-14,Running,90.6,Process C,34.9
P-12,2025-08-14,Running,72.5,Process A,35.3
P-01,2025-08-15,Running,71.1,Process B,59.7
P-02,2025-08-15,Running,70.9,Process A,32.8
P-03,2025-08-15,Running,84.9,Process C,23.5
P-04,2025-08-15,Running,82.0,Process B,25.6
P-05,2025-08-15,Running,71.3,Process A,27.2
P-06,2025-08-15,Running,95.7,Process C,42.0
P-07,2025-08-15,Running,78.8,Process C,20.7
P-08,2025-08-15,Running,63.4,Process B,27.7
P-09,2025-08-15,Running,83.7,Process C,55.8
P-10,2025-08-15,Running,72.5,Process A,56.5
P-11,2025-08-15,Running,81.3,Process B,48.7
P-12,2025-08-15,Running,92.1,Process C,43.3
P-01,2025-08-16,Running,87.4,Process C,59.4
P-02,2025-08-16,Running,97.9,Process A,64.5
P-03,2025-08-16,Running,96.5,Process B,27.9
P-04,2025-08-16,Standby,0,Process B,0
P-05,2025-08-16,Running,95.3,Process B,44.3
P-06,2025-08-16,Running,64.5,Process B,42.9
P-07,2025-08-16,Running,90.7,Process C,49.0
P-08,2025-08-16,Running,76.2,Process C,61.0
P-09,2025-08-16,Running,86.0,Process B,46.8
P-10,2025-08-16,Running,76.5,Process C,31.2
P-11,2025-08-16,Running,79.3,Process A,36.4
P-12,2025-08-16,Running,83.6,Process B,48.6
P-01,2025-08-17,Running,87.8,Process A,53.8
P-02,2025-08-17,Running,97.2,Process C,63.2
P-03,2025-08-17,Running,83.8,Process B,48.0
P-04,2025-08-17,Running,67.0,Process B,21.8
P-05,2025-08-17,Running,92.6,Process B,35.7
P-06,2025-08-17,Running,62.5,Process A,62.1
P-07,2025-08-17,Running,96.1,Process C,61.7
P-08,2025-08-17,Running,86.4,Process B,46.7
P-09,2025-08-17,Running,83.1,Process A,29.1
P-10,2025-08-17,Running,72.0,Process C,34.4
P-11,2025-08-17,Standby,0,Process B,0
P-12,2025-08-17,Running,96.6,Process A,49.5
P-01,2025-08-18,Running,80.4,Process A,64.0
P-02,2025-08-18,Running,96.0,Process A,18.0
P-03,2025-08-18,Running,99.1,Process A,64.5
P-04,2025-08-18,Running,69.4,Process C,49.9
P-05,2025-08-18,Running,88.5,Process B,38.6
P-06,2025-08-18,Running,86.5,Process B,25.5
P-07,2025-08-18,Running,93.7,Process B,63.4
P-08,2025-08-18,Running,99.9,Process C,24.8
P-09,2025-08-18,Running,85.9,Process A,57.0
P-10,2025-08-18,Running,77.5,Process A,22.6
P-11,2025-08-18,Running,76.6,Process B,66.3
P-12,2025-08-18,Running,97.2,Process C,27.7
P-01,2025-08-19,Running,82.1,Process B,38.8
P-02,2025-08-19,Running,77.0,Process A,49.2
P-03,2025-08-19,Running,69.5,Process C,32.5
P-04,2025-08-19,Standby,0,Process C,0
P-05,2025-08-19,Running,99.1,Process C,44.1
P-06,2025-08-19,Running,83.2,Process C,22.3
P-07,2025-08-19,Running,81.1,Process B,43.1
P-08,2025-08-19,Running,95.6,Process A,31.2
P-09,2025-08-19,Running,86.5,Process C,22.2
P-10,2025-08-19,Running,91.9,Process B,51.1
P-11,2025-08-19,Standby,0,Process C,0
P-12,2025-08-19,Running,78.8,Process C,66.9
P-01,2025-08-20,Running,73.3,Process B,69.9
P-02,2025-08-20,Running,71.6,Process A,55.5
P-03,2025-08-20,Running,72.2,Process C,32.1
P-04,2025-08-20,Running,83.1,Process C,20.8
P-05,2025-08-20,Maintenance,0,Process C,0
P-06,2025-08-20,Running,71.5,Process A,24.8
P-07,2025-08-20,Running,91.4,Process B,25.2
P-08,2025-08-20,Running,94.3,Process A,58.0
P-09,2025-08-20,Running,96.4,Process C,26.2
P-10,2025-08-20,Running,92.3,Process B,60.3
P-11,2025-08-20,Running,67.2,Process C,64.5
P-12,2025-08-20,Running,63.4,Process A,50.2
P-01,2025-08-21,Running,93.5,Process B,59.6
P-02,2025-08-21,Running,77.6,Process C,27.0
P-03,2025-08-21,Running,93.7,Process A,52.7
P-04,2025-08-21,Running,64.6,Process A,43.1
P-05,2025-08-21,Running,79.1,Process C,30.6
P-06,2025-08-21,Running,75.6,Process B,25.8
P-07,2025-08-21,Running,60.5,Process B,38.6
P-08,2025-08-21,Running,81.2,Process A,23.3
P-09,2025-08-21,Running,74.2,Process B,51.0
P-10,2025-08-21,Running,70.9,Process B,32.4
P-11,2025-08-21,Running,86.2,Process B,42.9
P-12,2025-08-21,Running,69.7,Process C,49.8
P-01,2025-08-22,Running,73.5,Process C,71.6
P-02,2025-08-22,Running,60.4,Process A,62.9
P-03,2025-08-22,Running,63.9,Process A,55.0
P-04,2025-08-22,Running,89.0,Process B,28.4
P-05,2025-08-22,Running,63.7,Process C,53.5
P-06,2025-08-22,Running,98.0,Process C,24.6
P-07,2025-08-22,Standby,0,Process A,0
P-08,2025-08-22,Running,65.2,Process C,59.2
P-09,2025-08-22,Running,92.1,Process A,66.4
P-10,2025-08-22,Running,70.1,Process B,53.7
P-11,2025-08-22,Running,78.1,Process B,59.5
P-12,2025-08-22,Running,86.7,Process B,31.9
P-01,2025-08-23,Running,71.1,Process A,38.7
P-02,2025-08-23,Running,62.4,Process B,27.6
P-03,2025-08-23,Running,99.2,Process A,51.0
P-04,2025-08-23,Running,79.7,Process A,47.2
P-05,2025-08-23,Running,84.6,Process A,67.3
P-06,2025-08-23,Running,64.1,Process A,21.8
P-07,2025-08-23,Running,91.1,Process A,66.4
P-08,2025-08-23,Running,85.6,Process A,53.9
P-09,2025-08-23,Running,88.0,Process B,49.0
P-10,2025-08-23,Running,97.6,Process B,43.8
P-11,2025-08-23,Running,89.1,Process A,47.2
P-12,2025-08-23,Running,98.2,Process B,24.5
P-01,2025-08-24,Running,99.7,Process B,54.8
P-02,2025-08-24,Running,85.3,Process C,22.9
P-03,2025-08-24,Running,98.4,Process A,63.4
P-04,2025-08-24,Running,71.6,Process A,27.5
P-05,2025-08-24,Running,75.4,Process A,34.1
P-06,2025-08-24,Running,64.3,Process C,37.4
P-07,2025-08-24,Running,85.3,Process C,28.2
P-08,2025-08-24,Running,61.0,Process C,30.9
P-09,2025-08-24,Running,91.7,Process C,34.6
P-10,2025-08-24,Running,93.4,Process B,70.2
P-11,2025-08-24,Running,73.6,Process B,60.5
P-12,2025-08-24,Running,64.7,Process C,54.0
P-01,2025-08-25,Running,87.1,Process C,26.0
P-02,2025-08-25,Running,97.0,Process A,57.7
P-03,2025-08-25,Running,60.8,Process C,20.5
P-04,2025-08-25,Running,65.2,Process A,52.2
P-05,2025-08-25,Standby,0,Process A,0
P-06,2025-08-25,Running,66.8,Process C,21.5
P-07,2025-08-25,Running,64.6,Process C,61.2
P-08,2025-08-25,Running,92.2,Process B,36.2
P-09,2025-08-25,Running,89.5,Process B,35.5
P-10,2025-08-25,Maintenance,0,Process C,0
P-11,2025-08-25,Running,72.9,Process A,59.3
P-12,2025-08-25,Running,73.4,Process A,32.8
P-01,2025-08-26,Running,66.7,Process B,47.9
P-02,2025-08-26,Running,97.0,Process A,25.2
P-03,2025-08-26,Running,85.3,Process B,60.0
P-04,2025-08-26,Running,79.5,Process A,18.4
P-05,2025-08-26,Standby,0,Process C,0
P-06,2025-08-26,Running,95.5,Process B,55.4
P-07,2025-08-26,Running,79.0,Process A,29.1
P-08,2025-08-26,Running,80.9,Process B,30.9
P-09,2025-08-26,Running,87.7,Process C,27.7
P-10,2025-08-26,Running,98.0,Process C,62.6
P-11,2025-08-26,Running,76.8,Process C,30.7
P-12,2025-08-26,Running,81.2,Process A,51.4
P-01,2025-08-27,Running,99.5,Process C,29.8
P-02,2025-08-27,Running,86.4,Process B,20.9
P-03,2025-08-27,Running,66.0,Process B,44.9
P-04,2025-08-27,Running,96.9,Process A,52.8
P-05,2025-08-27,Running,77.4,Process B,51.3
P-06,2025-08-27,Running,78.1,Process A,58.0
P-07,2025-08-27,Standby,0,Process A,0
P-08,2025-08-27,Running,61.2,Process C,24.3
P-09,2025-08-27,Running,88.9,Process C,49.3
P-10,2025-08-27,Running,89.9,Process B,30.4
P-11,2025-08-27,Running,69.1,Process A,57.8
P-12,2025-08-27,Running,75.0,Process A,22.0
P-01,2025-08-28,Running,62.2,Process B,25.8
P-02,2025-08-28,Standby,0,Process B,0
P-03,2025-08-28,Running,74.9,Process B,56.9
P-04,2025-08-28,Running,99.0,Process A,36.1
P-05,2025-08-28,Running,82.7,Process B,25.4
P-06,2025-08-28,Running,78.3,Process A,59.1
P-07,2025-08-28,Running,71.8,Process A,60.6
P-08,2025-08-28,Running,84.5,Process A,49.2
P-09,2025-08-28,Running,69.2,Process B,64.3
P-10,2025-08-28,Running,99.8,Process C,43.6
P-11,2025-08-28,Running,60.6,Process B,57.8
P-12,2025-08-28,Running,73.1,Process C,30.0
P-01,2025-08-29,Standby,0,Process A,0
P-02,2025-08-29,Standby,0,Process A,0
P-03,2025-08-29,Running,61.8,Process B,57.6
P-04,2025-08-29,Running,77.0,Process B,43.9
P-05,2025-08-29,Running,92.9,Process B,44.7
P-06,2025-08-29,Running,90.1,Process C,57.5
P-07,2025-08-29,Standby,0,Process A,0
P-08,2025-08-29,Running,69.6,Process A,18.9
P-09,2025-08-29,Running,66.5,Process B,64.3
P-10,2025-08-29,Running,61.0,Process B,43.0
P-11,2025-08-29,Running,88.1,Process A,60.7
P-12,2025-08-29,Running,78.6,Process C,18.1
P-01,2025-08-30,Running,75.4,Process C,36.0
P-02,2025-08-30,Running,77.0,Process B,55.7
P-03,2025-08-30,Running,83.0,Process A,60.5
